provider,type,range
Akamai,ipv4,23.59.88.0/24
Akamai,ipv4,23.59.89.0/24
Akamai,ipv4,23.59.152.0/23
Akamai,ipv4,23.59.160.0/24
Akamai,ipv4,23.59.163.0/24
Akamai,ipv4,23.59.168.0/24
Akamai,ipv4,23.59.169.0/24
Akamai,ipv4,23.59.170.0/24
Akamai,ipv4,23.59.171.0/24
Akamai,ipv4,23.59.174.0/24
Akamai,ipv4,23.59.176.0/24
Akamai,ipv4,23.59.177.0/24
Akamai,ipv4,23.59.178.0/24
Akamai,ipv4,23.59.180.0/24
Akamai,ipv4,23.59.181.0/24
Akamai,ipv4,23.59.212.0/24
Akamai,ipv4,23.59.213.0/24
Akamai,ipv4,23.59.214.0/24
Akamai,ipv4,23.59.215.0/24
Akamai,ipv4,23.59.216.0/22
Akamai,ipv4,23.59.220.0/22
Akamai,ipv4,23.59.224.0/23
Akamai,ipv4,23.59.226.0/24
Akamai,ipv4,23.59.227.0/24
Akamai,ipv4,23.59.232.0/24
Akamai,ipv4,23.59.233.0/24
Akamai,ipv4,23.59.234.0/24
Akamai,ipv4,23.59.235.0/24
Akamai,ipv4,23.59.252.0/23
Akamai,ipv4,23.59.254.0/24
Akamai,ipv4,23.59.255.0/24
Akamai,ipv4,23.60.13.0/24
Akamai,ipv4,23.60.14.0/24
Akamai,ipv4,23.60.15.0/24
Akamai,ipv4,23.60.68.0/24
Akamai,ipv4,23.60.69.0/24
Akamai,ipv4,23.60.96.0/24
Akamai,ipv4,23.60.97.0/24
Akamai,ipv4,23.60.156.0/24
Akamai,ipv4,23.60.157.0/24
Akamai,ipv4,23.60.173.0/24
Akamai,ipv4,23.61.0.0/24
Akamai,ipv4,23.61.10.0/24
Akamai,ipv4,23.61.11.0/24
Akamai,ipv4,23.61.84.0/24
Akamai,ipv4,23.61.85.0/24
Akamai,ipv4,23.61.198.0/24
Akamai,ipv4,23.61.202.0/24
Akamai,ipv4,23.61.203.0/24
Akamai,ipv4,23.61.205.0/24
Akamai,ipv4,23.61.206.0/24
Akamai,ipv4,23.61.244.0/24
Akamai,ipv4,23.61.246.0/24
Akamai,ipv4,23.61.248.0/24
Akamai,ipv4,23.61.249.0/24
Akamai,ipv4,23.61.250.0/24
Akamai,ipv4,23.61.251.0/24
Akamai,ipv4,23.61.254.0/24
Akamai,ipv4,23.61.255.0/24
Akamai,ipv4,23.62.4.0/24
Akamai,ipv4,23.62.6.0/23
Akamai,ipv4,23.62.8.0/24
Akamai,ipv4,23.62.9.0/24
Akamai,ipv4,23.62.15.0/24
Akamai,ipv4,23.62.20.0/24
Akamai,ipv4,23.62.21.0/24
Akamai,ipv4,23.62.22.0/24
Akamai,ipv4,23.62.23.0/24
Akamai,ipv4,23.62.32.0/24
Akamai,ipv4,23.62.33.0/24
Akamai,ipv4,23.62.35.0/24
Akamai,ipv4,23.62.36.0/24
Akamai,ipv4,23.62.37.0/24
Akamai,ipv4,23.62.38.0/24
Akamai,ipv4,23.62.39.0/24
Akamai,ipv4,23.62.44.0/24
Akamai,ipv4,23.62.45.0/24
Akamai,ipv4,23.62.46.0/24
Akamai,ipv4,23.62.47.0/24
Akamai,ipv4,23.62.48.0/24
Akamai,ipv4,23.62.49.0/24
Akamai,ipv4,23.62.50.0/24
Akamai,ipv4,23.62.52.0/24
Akamai,ipv4,23.62.53.0/24
Akamai,ipv4,23.62.54.0/24
Akamai,ipv4,23.62.55.0/24
Akamai,ipv4,23.62.60.0/24
Akamai,ipv4,23.62.61.0/24
Akamai,ipv4,23.62.62.0/23
Akamai,ipv4,23.62.96.0/24
Akamai,ipv4,23.62.97.0/24
Akamai,ipv4,23.62.100.0/24
Akamai,ipv4,23.62.106.0/24
Akamai,ipv4,23.62.107.0/24
Akamai,ipv4,23.62.108.0/24
Akamai,ipv4,23.62.109.0/24
Akamai,ipv4,23.62.150.0/24
Akamai,ipv4,23.62.151.0/24
Akamai,ipv4,23.62.155.0/24
Akamai,ipv4,23.62.156.0/24
Akamai,ipv4,23.62.157.0/24
Akamai,ipv4,23.62.182.0/24
Akamai,ipv4,23.62.183.0/24
Akamai,ipv4,23.62.212.0/24
Akamai,ipv4,23.62.213.0/24
Akamai,ipv4,23.62.224.0/24
Akamai,ipv4,23.62.226.0/24
Akamai,ipv4,23.62.227.0/24
Akamai,ipv4,23.62.228.0/24
Akamai,ipv4,23.62.229.0/24
Akamai,ipv4,23.62.230.0/24
Akamai,ipv4,23.62.231.0/24
Akamai,ipv4,23.62.236.0/24
Akamai,ipv4,23.63.22.0/24
Akamai,ipv4,23.63.23.0/24
Akamai,ipv4,23.63.26.0/24
Akamai,ipv4,23.63.28.0/24
Akamai,ipv4,23.63.30.0/24
Akamai,ipv4,23.63.64.0/22
Akamai,ipv4,23.63.68.0/23
Akamai,ipv4,23.63.78.0/23
Akamai,ipv4,23.63.84.0/24
Akamai,ipv4,23.63.85.0/24
Akamai,ipv4,23.63.92.0/22
Akamai,ipv4,23.63.96.0/23
Akamai,ipv4,23.63.108.0/22
Akamai,ipv4,23.63.212.0/22
Akamai,ipv4,23.63.228.0/24
Akamai,ipv4,23.63.230.0/24
Akamai,ipv4,23.63.231.0/24
Akamai,ipv4,23.63.232.0/24
Akamai,ipv4,23.63.233.0/24
Akamai,ipv4,23.63.235.0/24
Akamai,ipv4,23.63.236.0/22
Akamai,ipv4,23.63.240.0/23
Akamai,ipv4,23.63.242.0/24
Akamai,ipv4,23.63.243.0/24
Akamai,ipv4,23.63.244.0/22
Akamai,ipv4,23.63.248.0/23
Akamai,ipv4,23.63.250.0/24
Akamai,ipv4,23.64.0.0/14
Akamai,ipv4,23.64.1.0/24
Akamai,ipv4,23.64.12.0/24
Akamai,ipv4,23.64.56.0/24
Akamai,ipv4,23.64.57.0/24
Akamai,ipv4,23.64.58.0/24
Akamai,ipv4,23.64.59.0/24
Akamai,ipv4,23.64.112.0/24
Akamai,ipv4,23.64.113.0/24
Akamai,ipv4,23.64.114.0/24
Akamai,ipv4,23.64.115.0/24
Akamai,ipv4,23.64.121.0/24
Akamai,ipv4,23.64.122.0/24
Akamai,ipv4,23.64.123.0/24
Akamai,ipv4,23.64.132.0/23
Akamai,ipv4,23.65.29.0/24
Akamai,ipv4,23.65.122.0/24
Akamai,ipv4,23.65.124.0/24
Akamai,ipv4,23.65.188.0/24
Akamai,ipv4,23.65.190.0/24
Akamai,ipv4,23.66.3.0/24
Akamai,ipv4,23.66.100.0/24
Akamai,ipv4,23.66.101.0/24
Akamai,ipv4,23.66.123.0/24
Akamai,ipv4,23.66.124.0/24
Akamai,ipv4,23.66.127.0/24
Akamai,ipv4,23.66.231.0/24
Akamai,ipv4,23.66.232.0/24
Akamai,ipv4,23.66.233.0/24
Akamai,ipv4,23.66.234.0/24
Akamai,ipv4,23.67.33.0/24
Akamai,ipv4,23.67.40.0/24
Akamai,ipv4,23.67.41.0/24
Akamai,ipv4,23.67.42.0/23
Akamai,ipv4,23.67.47.0/24
Akamai,ipv4,23.67.49.0/24
Akamai,ipv4,23.67.53.0/24
Akamai,ipv4,23.67.58.0/24
Akamai,ipv4,23.67.60.0/23
Akamai,ipv4,23.67.72.0/22
Akamai,ipv4,23.67.78.0/24
Akamai,ipv4,23.67.79.0/24
Akamai,ipv4,23.67.153.0/24
Akamai,ipv4,23.67.255.0/24
Akamai,ipv4,23.72.0.0/13
Akamai,ipv4,23.72.36.0/24
Akamai,ipv4,23.72.37.0/24
Akamai,ipv4,23.72.80.0/24
Akamai,ipv4,23.72.88.0/24
Akamai,ipv4,23.72.90.0/24
Akamai,ipv4,23.72.91.0/24
Akamai,ipv4,23.72.92.0/24
Akamai,ipv4,23.72.138.0/24
Akamai,ipv4,23.72.139.0/24
Akamai,ipv4,23.72.182.0/23
Akamai,ipv4,23.72.226.0/24
Akamai,ipv4,23.72.227.0/24
Akamai,ipv4,23.72.248.0/24
Akamai,ipv4,23.72.249.0/24
Akamai,ipv4,23.72.250.0/24
Akamai,ipv4,23.72.251.0/24
Akamai,ipv4,23.72.252.0/24
Akamai,ipv4,23.72.253.0/24
Akamai,ipv4,23.72.254.0/24
Akamai,ipv4,23.72.255.0/24
Akamai,ipv4,23.73.0.0/24
Akamai,ipv4,23.73.1.0/24
Akamai,ipv4,23.73.2.0/24
Akamai,ipv4,23.73.3.0/24
Akamai,ipv4,23.73.4.0/24
Akamai,ipv4,23.73.5.0/24
Akamai,ipv4,23.73.6.0/24
Akamai,ipv4,23.73.132.0/24
Akamai,ipv4,23.73.204.0/24
Akamai,ipv4,23.73.205.0/24
Akamai,ipv4,23.73.206.0/24
Akamai,ipv4,23.73.207.0/24
Akamai,ipv4,23.73.208.0/24
Akamai,ipv4,23.73.209.0/24
Akamai,ipv4,23.73.210.0/23
Akamai,ipv4,23.73.215.0/24
Akamai,ipv4,23.73.216.0/24
Akamai,ipv4,23.73.219.0/24
Akamai,ipv4,23.74.14.0/24
Akamai,ipv4,23.75.16.0/24
Akamai,ipv4,23.75.20.0/24
Akamai,ipv4,23.75.21.0/24
Akamai,ipv4,23.75.23.0/24
Akamai,ipv4,23.75.216.0/24
Akamai,ipv4,23.75.217.0/24
Akamai,ipv4,23.76.147.0/24
Akamai,ipv4,23.76.153.0/24
Akamai,ipv4,23.76.204.0/24
Akamai,ipv4,23.77.196.0/24
Akamai,ipv4,23.77.200.0/24
Akamai,ipv4,23.77.216.0/23
Akamai,ipv4,23.79.246.0/24
Akamai,ipv4,23.192.0.0/11
Akamai,ipv4,23.192.2.0/24
Akamai,ipv4,23.192.3.0/24
Akamai,ipv4,23.192.4.0/24
Akamai,ipv4,23.192.5.0/24
Akamai,ipv4,23.192.7.0/24
Akamai,ipv4,23.192.8.0/24
Akamai,ipv4,23.192.9.0/24
Akamai,ipv4,23.192.10.0/24
Akamai,ipv4,23.192.11.0/24
Akamai,ipv4,23.192.36.0/24
Akamai,ipv4,23.192.37.0/24
Akamai,ipv4,23.192.44.0/22
Akamai,ipv4,23.192.104.0/22
Akamai,ipv4,23.192.108.0/24
Akamai,ipv4,23.192.110.0/24
Akamai,ipv4,23.192.111.0/24
Akamai,ipv4,23.192.118.0/24
Akamai,ipv4,23.192.119.0/24
Akamai,ipv4,23.192.120.0/23
Akamai,ipv4,23.192.124.0/23
Akamai,ipv4,23.192.126.0/24
Akamai,ipv4,23.192.127.0/24
Akamai,ipv4,23.192.144.0/24
Akamai,ipv4,23.192.145.0/24
Akamai,ipv4,23.192.148.0/24
Akamai,ipv4,23.192.149.0/24
Akamai,ipv4,23.192.150.0/24
Akamai,ipv4,23.192.151.0/24
Akamai,ipv4,23.192.160.0/24
Akamai,ipv4,23.192.164.0/24
Akamai,ipv4,23.192.165.0/24
Akamai,ipv4,23.192.176.0/23
Akamai,ipv4,23.192.178.0/24
Akamai,ipv4,23.192.179.0/24
Akamai,ipv4,23.192.188.0/24
Akamai,ipv4,23.192.189.0/24
Akamai,ipv4,23.192.190.0/24
Akamai,ipv4,23.192.191.0/24
Akamai,ipv4,23.192.219.0/24
Akamai,ipv4,23.192.220.0/24
Akamai,ipv4,23.192.221.0/24
Akamai,ipv4,23.192.222.0/24
Akamai,ipv4,23.192.223.0/24
Akamai,ipv4,23.192.228.0/24
Akamai,ipv4,23.192.229.0/24
Akamai,ipv4,23.192.230.0/24
Akamai,ipv4,23.192.231.0/24
Akamai,ipv4,23.192.236.0/24
Akamai,ipv4,23.192.237.0/24
Akamai,ipv4,23.192.239.0/24
Akamai,ipv4,23.193.36.0/24
Akamai,ipv4,23.193.37.0/24
Akamai,ipv4,23.193.38.0/24
Akamai,ipv4,23.193.39.0/24
Akamai,ipv4,23.193.42.0/24
Akamai,ipv4,23.193.43.0/24
Akamai,ipv4,23.193.44.0/24
Akamai,ipv4,23.193.46.0/24
Akamai,ipv4,23.193.96.0/22
Akamai,ipv4,23.193.104.0/24
Akamai,ipv4,23.193.105.0/24
Akamai,ipv4,23.193.106.0/24
Akamai,ipv4,23.193.107.0/24
Akamai,ipv4,23.193.114.0/24
Akamai,ipv4,23.193.115.0/24
Akamai,ipv4,23.193.116.0/24
Akamai,ipv4,23.193.117.0/24
Akamai,ipv4,23.193.118.0/24
Akamai,ipv4,23.193.119.0/24
Akamai,ipv4,23.193.162.0/24
Akamai,ipv4,23.193.163.0/24
Akamai,ipv4,23.193.164.0/24
Akamai,ipv4,23.193.170.0/23
Akamai,ipv4,23.193.176.0/24
Akamai,ipv4,23.193.177.0/24
Akamai,ipv4,23.193.178.0/24
Akamai,ipv4,23.193.179.0/24
Akamai,ipv4,23.193.180.0/24
Akamai,ipv4,23.193.181.0/24
Akamai,ipv4,23.193.182.0/24
Akamai,ipv4,23.193.183.0/24
Akamai,ipv4,23.193.184.0/24
Akamai,ipv4,23.193.185.0/24
Akamai,ipv4,23.193.186.0/24
Akamai,ipv4,23.193.187.0/24
Akamai,ipv4,23.193.192.0/24
Akamai,ipv4,23.193.193.0/24
Akamai,ipv4,23.193.194.0/24
Akamai,ipv4,23.193.195.0/24
Akamai,ipv4,23.193.196.0/24
Akamai,ipv4,23.193.197.0/24
Akamai,ipv4,23.193.200.0/24
Akamai,ipv4,23.193.201.0/24
Akamai,ipv4,23.193.203.0/24
Akamai,ipv4,23.193.208.0/22
Akamai,ipv4,23.194.112.0/23
Akamai,ipv4,23.194.114.0/24
Akamai,ipv4,23.194.115.0/24
Akamai,ipv4,23.194.116.0/24
Akamai,ipv4,23.194.117.0/24
Akamai,ipv4,23.194.118.0/23
Akamai,ipv4,23.194.124.0/23
Akamai,ipv4,23.194.126.0/24
Akamai,ipv4,23.194.127.0/24
Akamai,ipv4,23.194.130.0/24
Akamai,ipv4,23.194.131.0/24
Akamai,ipv4,23.194.188.0/24
Akamai,ipv4,23.194.190.0/24
Akamai,ipv4,23.194.200.0/24
Akamai,ipv4,23.194.201.0/24
Akamai,ipv4,23.194.202.0/24
Akamai,ipv4,23.194.203.0/24
Akamai,ipv4,23.194.204.0/23
Akamai,ipv4,23.194.206.0/23
Akamai,ipv4,23.194.210.0/23
Akamai,ipv4,23.194.216.0/24
Akamai,ipv4,23.194.217.0/24
Akamai,ipv4,23.195.22.0/24
Akamai,ipv4,23.195.23.0/24
Akamai,ipv4,23.195.36.0/24
Akamai,ipv4,23.195.37.0/24
Akamai,ipv4,23.195.44.0/24
Akamai,ipv4,23.195.45.0/24
Akamai,ipv4,23.195.46.0/24
Akamai,ipv4,23.195.68.0/24
Akamai,ipv4,23.195.73.0/24
Akamai,ipv4,23.195.80.0/24
Akamai,ipv4,23.195.81.0/24
Akamai,ipv4,23.195.88.0/22
Akamai,ipv4,23.195.98.0/24
Akamai,ipv4,23.195.99.0/24
Akamai,ipv4,23.195.105.0/24
Akamai,ipv4,23.195.106.0/24
Akamai,ipv4,23.195.107.0/24
Akamai,ipv4,23.195.117.0/24
Akamai,ipv4,23.195.118.0/24
Akamai,ipv4,23.195.119.0/24
Akamai,ipv4,23.195.128.0/23
Akamai,ipv4,23.195.130.0/23
Akamai,ipv4,23.195.132.0/22
Akamai,ipv4,23.195.140.0/22
Akamai,ipv4,23.195.252.0/24
Akamai,ipv4,23.195.253.0/24
Akamai,ipv4,23.195.254.0/24
Akamai,ipv4,23.195.255.0/24
Akamai,ipv4,23.196.2.0/24
Akamai,ipv4,23.196.3.0/24
Akamai,ipv4,23.196.4.0/24
Akamai,ipv4,23.196.5.0/24
Akamai,ipv4,23.196.6.0/23
Akamai,ipv4,23.196.10.0/24
Akamai,ipv4,23.196.11.0/24
Akamai,ipv4,23.196.12.0/24
Akamai,ipv4,23.196.14.0/24
Akamai,ipv4,23.196.15.0/24
Akamai,ipv4,23.196.64.0/22
Akamai,ipv4,23.196.208.0/23
Akamai,ipv4,23.196.224.0/23
Akamai,ipv4,23.196.226.0/24
Akamai,ipv4,23.196.227.0/24
Akamai,ipv4,23.196.229.0/24
Akamai,ipv4,23.196.236.0/24
Akamai,ipv4,23.196.237.0/24
Akamai,ipv4,23.197.20.0/23
Akamai,ipv4,23.197.28.0/24
Akamai,ipv4,23.197.29.0/24
Akamai,ipv4,23.197.30.0/24
Akamai,ipv4,23.197.31.0/24
Akamai,ipv4,23.197.49.0/24
Akamai,ipv4,23.197.50.0/23
Akamai,ipv4,23.197.54.0/24
Akamai,ipv4,23.197.55.0/24
Akamai,ipv4,23.197.62.0/23
Akamai,ipv4,23.197.64.0/20
Akamai,ipv4,23.197.65.0/24
Akamai,ipv4,23.197.66.0/24
Akamai,ipv4,23.197.67.0/24
Akamai,ipv4,23.197.68.0/24
Akamai,ipv4,23.197.69.0/24
Akamai,ipv4,23.197.71.0/24
Akamai,ipv4,23.197.72.0/24
Akamai,ipv4,23.197.73.0/24
Akamai,ipv4,23.197.74.0/24
Akamai,ipv4,23.197.76.0/24
Akamai,ipv4,23.197.79.0/24
Akamai,ipv4,23.197.80.0/24
Akamai,ipv4,23.197.84.0/24
Akamai,ipv4,23.197.85.0/24
Akamai,ipv4,23.197.86.0/24
Akamai,ipv4,23.197.87.0/24
Akamai,ipv4,23.197.202.0/24
Akamai,ipv4,23.197.206.0/24
Akamai,ipv4,23.197.207.0/24
Akamai,ipv4,23.198.4.0/24
Akamai,ipv4,23.198.5.0/24
Akamai,ipv4,23.198.6.0/24
Akamai,ipv4,23.198.7.0/24
Akamai,ipv4,23.198.9.0/24
Akamai,ipv4,23.198.10.0/24
Akamai,ipv4,23.198.11.0/24
Akamai,ipv4,23.198.12.0/24
Akamai,ipv4,23.198.13.0/24
Akamai,ipv4,23.198.14.0/24
Akamai,ipv4,23.198.98.0/23
Akamai,ipv4,23.198.104.0/23
Akamai,ipv4,23.198.214.0/24
Akamai,ipv4,23.198.215.0/24
Akamai,ipv4,23.198.252.0/22
Akamai,ipv4,23.199.34.0/24
Akamai,ipv4,23.199.44.0/24
Akamai,ipv4,23.199.45.0/24
Akamai,ipv4,23.199.47.0/24
Akamai,ipv4,23.199.53.0/24
Akamai,ipv4,23.199.54.0/24
Akamai,ipv4,23.199.55.0/24
Akamai,ipv4,23.199.56.0/24
Akamai,ipv4,23.199.57.0/24
Akamai,ipv4,23.199.59.0/24
Akamai,ipv4,23.199.62.0/24
Akamai,ipv4,23.199.63.0/24
Akamai,ipv4,23.199.64.0/24
Akamai,ipv4,23.199.65.0/24
Akamai,ipv4,23.199.66.0/24
Akamai,ipv4,23.199.67.0/24
Akamai,ipv4,23.199.69.0/24
Akamai,ipv4,23.199.71.0/24
Akamai,ipv4,23.199.72.0/24
Akamai,ipv4,23.199.73.0/24
Akamai,ipv4,23.199.74.0/24
Akamai,ipv4,23.199.75.0/24
Akamai,ipv4,23.199.232.0/24
Akamai,ipv4,23.199.233.0/24
Akamai,ipv4,23.199.252.0/24
Akamai,ipv4,23.199.253.0/24
Akamai,ipv4,23.199.254.0/24
Akamai,ipv4,23.199.255.0/24
Akamai,ipv4,23.200.0.0/24
Akamai,ipv4,23.200.1.0/24
Akamai,ipv4,23.200.2.0/24
Akamai,ipv4,23.200.3.0/24
Akamai,ipv4,23.200.10.0/24
Akamai,ipv4,23.200.11.0/24
Akamai,ipv4,23.200.20.0/24
Akamai,ipv4,23.200.21.0/24
Akamai,ipv4,23.200.23.0/24
Akamai,ipv4,23.200.24.0/24
Akamai,ipv4,23.200.25.0/24
Akamai,ipv4,23.200.26.0/24
Akamai,ipv4,23.200.27.0/24
Akamai,ipv4,23.200.32.0/24
Akamai,ipv4,23.200.33.0/24
Akamai,ipv4,23.200.34.0/23
Akamai,ipv4,23.200.36.0/24
Akamai,ipv4,23.200.37.0/24
Akamai,ipv4,23.200.38.0/24
Akamai,ipv4,23.200.39.0/24
Akamai,ipv4,23.200.40.0/24
Akamai,ipv4,23.200.41.0/24
Akamai,ipv4,23.200.54.0/24
Akamai,ipv4,23.200.55.0/24
Akamai,ipv4,23.200.64.0/24
Akamai,ipv4,23.200.72.0/24
Akamai,ipv4,23.200.73.0/24
Akamai,ipv4,23.200.74.0/24
Akamai,ipv4,23.200.75.0/24
Akamai,ipv4,23.200.79.0/24
Akamai,ipv4,23.200.80.0/23
Akamai,ipv4,23.200.82.0/24
Akamai,ipv4,23.200.83.0/24
Akamai,ipv4,23.200.84.0/24
Akamai,ipv4,23.200.85.0/24
Akamai,ipv4,23.200.86.0/23
Akamai,ipv4,23.200.88.0/24
Akamai,ipv4,23.200.89.0/24
Akamai,ipv4,23.200.93.0/24
Akamai,ipv4,23.200.94.0/24
Akamai,ipv4,23.200.95.0/24
Akamai,ipv4,23.200.133.0/24
Akamai,ipv4,23.200.134.0/24
Akamai,ipv4,23.200.140.0/24
Akamai,ipv4,23.200.141.0/24
Akamai,ipv4,23.200.142.0/24
Akamai,ipv4,23.200.143.0/24
Akamai,ipv4,23.200.144.0/24
Akamai,ipv4,23.200.145.0/24
Akamai,ipv4,23.200.146.0/24
Akamai,ipv4,23.200.147.0/24
Akamai,ipv4,23.200.156.0/24
Akamai,ipv4,23.200.157.0/24
Akamai,ipv4,23.200.164.0/24
Akamai,ipv4,23.200.165.0/24
Akamai,ipv4,23.200.218.0/24
Akamai,ipv4,23.200.228.0/24
Akamai,ipv4,23.200.229.0/24
Akamai,ipv4,23.200.230.0/24
Akamai,ipv4,23.200.231.0/24
Akamai,ipv4,23.200.236.0/24
Akamai,ipv4,23.200.237.0/24
Akamai,ipv4,23.201.24.0/22
Akamai,ipv4,23.201.28.0/24
Akamai,ipv4,23.201.29.0/24
Akamai,ipv4,23.201.30.0/24
Akamai,ipv4,23.201.31.0/24
Akamai,ipv4,23.201.34.0/24
Akamai,ipv4,23.201.35.0/24
Akamai,ipv4,23.201.40.0/23
Akamai,ipv4,23.201.42.0/24
Akamai,ipv4,23.201.43.0/24
Akamai,ipv4,23.201.44.0/24
Akamai,ipv4,23.201.45.0/24
Akamai,ipv4,23.201.46.0/24
Akamai,ipv4,23.201.54.0/24
Akamai,ipv4,23.201.56.0/24
Akamai,ipv4,23.201.57.0/24
Akamai,ipv4,23.201.96.0/24
Akamai,ipv4,23.201.97.0/24
Akamai,ipv4,23.201.102.0/24
Akamai,ipv4,23.201.103.0/24
Akamai,ipv4,23.201.104.0/24
Akamai,ipv4,23.201.105.0/24
Akamai,ipv4,23.201.106.0/24
Akamai,ipv4,23.201.107.0/24
Akamai,ipv4,23.201.108.0/24
Akamai,ipv4,23.201.109.0/24
Akamai,ipv4,23.201.110.0/23
Akamai,ipv4,23.201.192.0/24
Akamai,ipv4,23.201.193.0/24
Akamai,ipv4,23.201.194.0/24
Akamai,ipv4,23.201.195.0/24
Akamai,ipv4,23.201.196.0/24
Akamai,ipv4,23.201.197.0/24
Akamai,ipv4,23.201.198.0/24
Akamai,ipv4,23.201.199.0/24
Akamai,ipv4,23.202.33.0/24
Akamai,ipv4,23.202.34.0/24
Akamai,ipv4,23.202.35.0/24
Akamai,ipv4,23.202.44.0/23
Akamai,ipv4,23.202.46.0/24
Akamai,ipv4,23.202.47.0/24
Akamai,ipv4,23.202.48.0/22
Akamai,ipv4,23.202.60.0/24
Akamai,ipv4,23.202.61.0/24
Akamai,ipv4,23.202.63.0/24
Akamai,ipv4,23.202.88.0/24
Akamai,ipv4,23.202.90.0/24
Akamai,ipv4,23.202.91.0/24
Akamai,ipv4,23.202.97.0/24
Akamai,ipv4,23.202.98.0/24
Akamai,ipv4,23.202.99.0/24
Akamai,ipv4,23.202.112.0/24
Akamai,ipv4,23.202.113.0/24
Akamai,ipv4,23.202.114.0/24
Akamai,ipv4,23.202.115.0/24
Akamai,ipv4,23.202.121.0/24
Akamai,ipv4,23.202.156.0/24
Akamai,ipv4,23.202.158.0/24
Akamai,ipv4,23.202.159.0/24
Akamai,ipv4,23.202.229.0/24
Akamai,ipv4,23.202.230.0/24
Akamai,ipv4,23.202.231.0/24
Akamai,ipv4,23.203.44.0/22
Akamai,ipv4,23.203.48.0/24
Akamai,ipv4,23.203.49.0/24
Akamai,ipv4,23.203.50.0/23
Akamai,ipv4,23.203.52.0/24
Akamai,ipv4,23.203.53.0/24
Akamai,ipv4,23.203.54.0/24
Akamai,ipv4,23.203.55.0/24
Akamai,ipv4,23.203.60.0/24
Akamai,ipv4,23.203.61.0/24
Akamai,ipv4,23.203.63.0/24
Akamai,ipv4,23.203.128.0/22
Akamai,ipv4,23.203.132.0/24
Akamai,ipv4,23.203.133.0/24
Akamai,ipv4,23.203.134.0/24
Akamai,ipv4,23.203.135.0/24
Akamai,ipv4,23.203.144.0/20
Akamai,ipv4,23.203.146.0/24
Akamai,ipv4,23.203.148.0/24
Akamai,ipv4,23.203.149.0/24
Akamai,ipv4,23.203.150.0/24
Akamai,ipv4,23.203.151.0/24
Akamai,ipv4,23.203.154.0/24
Akamai,ipv4,23.203.156.0/24
Akamai,ipv4,23.203.159.0/24
Akamai,ipv4,23.203.164.0/24
Akamai,ipv4,23.203.166.0/24
Akamai,ipv4,23.203.167.0/24
Akamai,ipv4,23.203.168.0/22
Akamai,ipv4,23.203.172.0/24
Akamai,ipv4,23.203.174.0/24
Akamai,ipv4,23.203.175.0/24
Akamai,ipv4,23.203.248.0/24
Akamai,ipv4,23.203.249.0/24
Akamai,ipv4,23.204.74.0/24
Akamai,ipv4,23.204.75.0/24
Akamai,ipv4,23.204.80.0/24
Akamai,ipv4,23.204.81.0/24
Akamai,ipv4,23.204.92.0/24
Akamai,ipv4,23.204.93.0/24
Akamai,ipv4,23.204.95.0/24
Akamai,ipv4,23.204.96.0/23
Akamai,ipv4,23.204.98.0/24
Akamai,ipv4,23.204.99.0/24
Akamai,ipv4,23.204.103.0/24
Akamai,ipv4,23.204.104.0/24
Akamai,ipv4,23.204.105.0/24
Akamai,ipv4,23.204.108.0/23
Akamai,ipv4,23.204.110.0/24
Akamai,ipv4,23.204.111.0/24
Akamai,ipv4,23.204.112.0/24
Akamai,ipv4,23.204.113.0/24
Akamai,ipv4,23.204.114.0/24
Akamai,ipv4,23.204.115.0/24
Akamai,ipv4,23.204.116.0/22
Akamai,ipv4,23.204.120.0/24
Akamai,ipv4,23.204.121.0/24
Akamai,ipv4,23.204.122.0/23
Akamai,ipv4,23.204.124.0/23
Akamai,ipv4,23.204.126.0/23
Akamai,ipv4,23.204.132.0/24
Akamai,ipv4,23.204.133.0/24
Akamai,ipv4,23.204.136.0/24
Akamai,ipv4,23.204.137.0/24
Akamai,ipv4,23.204.138.0/24
Akamai,ipv4,23.204.139.0/24
Akamai,ipv4,23.204.140.0/23
Akamai,ipv4,23.204.142.0/23
Akamai,ipv4,23.204.144.0/24
Akamai,ipv4,23.204.145.0/24
Akamai,ipv4,23.204.146.0/24
Akamai,ipv4,23.204.147.0/24
Akamai,ipv4,23.204.152.0/24
Akamai,ipv4,23.205.40.0/24
Akamai,ipv4,23.205.41.0/24
Akamai,ipv4,23.205.44.0/24
Akamai,ipv4,23.205.46.0/24
Akamai,ipv4,23.205.47.0/24
Akamai,ipv4,23.205.69.0/24
Akamai,ipv4,23.205.71.0/24
Akamai,ipv4,23.205.82.0/24
Akamai,ipv4,23.205.88.0/24
Akamai,ipv4,23.205.89.0/24
Akamai,ipv4,23.205.90.0/24
Akamai,ipv4,23.205.100.0/24
Akamai,ipv4,23.205.101.0/24
Akamai,ipv4,23.205.102.0/24
Akamai,ipv4,23.205.103.0/24
Akamai,ipv4,23.205.104.0/24
Akamai,ipv4,23.205.105.0/24
Akamai,ipv4,23.205.106.0/24
Akamai,ipv4,23.205.107.0/24
Akamai,ipv4,23.205.108.0/24
Akamai,ipv4,23.205.109.0/24
Akamai,ipv4,23.205.110.0/24
Akamai,ipv4,23.205.113.0/24
Akamai,ipv4,23.205.114.0/24
Akamai,ipv4,23.205.115.0/24
Akamai,ipv4,23.205.116.0/24
Akamai,ipv4,23.205.117.0/24
Akamai,ipv4,23.205.119.0/24
